169P1A0562,R1632056,NETWORK PROGRAMMING LAB,S,2
169P1A0562,R1632057,SOFTWARE TESTING LAB,S,2
169P1A0562,R1632058,DATA WAREHOUSING AND MINING LAB,O,2
169P1A0562,R163205A,ARTIFICIAL INTELLIGENCE,S,3
16A81A0101,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0101,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0101,R1632013,ENVIRONMENTAL ENGINEERING -I,F,0
16A81A0101,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0101,R1632016,GEOTECHNICAL ENGINEERING LAB,A,2
16A81A0101,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0101,R1632018,COMPUTER AIDED ENGINEERING LAB,B,2
16A81A0101,R163201B,DBMS,F,0
16A81A0102,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,C,3
16A81A0102,R1632012,GEOTECHNICAL ENGINEERING - I,C,3
16A81A0102,R1632013,ENVIRONMENTAL ENGINEERING -I,D,3
16A81A0102,R1632014,WATER RESOURCE ENGINEERING -I,D,3
16A81A0102,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0102,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0102,R1632018,COMPUTER AIDED ENGINEERING LAB,A,2
16A81A0102,R163201B,DBMS,F,0
16A81A0103,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,C,3
16A81A0103,R1632012,GEOTECHNICAL ENGINEERING - I,D,3
16A81A0103,R1632013,ENVIRONMENTAL ENGINEERING -I,B,3
16A81A0103,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0103,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0103,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0103,R1632018,COMPUTER AIDED ENGINEERING LAB,B,2
16A81A0103,R163201B,DBMS,F,0
16A81A0104,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,O,3
16A81A0104,R1632012,GEOTECHNICAL ENGINEERING - I,C,3
16A81A0104,R1632013,ENVIRONMENTAL ENGINEERING -I,O,3
16A81A0104,R1632014,WATER RESOURCE ENGINEERING -I,D,3
Htno,Subcode,Subname,Grade,Credits
16A81A0104,R1632016,GEOTECHNICAL ENGINEERING LAB,O,2
16A81A0104,R1632017,ENVIRONMENTAL ENGINEERING LAB,S,2
16A81A0104,R1632018,COMPUTER AIDED ENGINEERING LAB,O,2
16A81A0104,R163201B,DBMS,C,3
16A81A0105,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0105,R1632012,GEOTECHNICAL ENGINEERING - I,C,3
16A81A0105,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0105,R1632014,WATER RESOURCE ENGINEERING -I,D,3
16A81A0105,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0105,R1632017,ENVIRONMENTAL ENGINEERING LAB,S,2
16A81A0105,R1632018,COMPUTER AIDED ENGINEERING LAB,S,2
16A81A0105,R163201B,DBMS,F,0
16A81A0106,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0106,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0106,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0106,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0106,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0106,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0106,R1632018,COMPUTER AIDED ENGINEERING LAB,B,2
16A81A0106,R163201B,DBMS,D,3
16A81A0107,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,D,3
16A81A0107,R1632012,GEOTECHNICAL ENGINEERING - I,C,3
16A81A0107,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0107,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0107,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0107,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0107,R1632018,COMPUTER AIDED ENGINEERING LAB,S,2
16A81A0107,R163201B,DBMS,D,3
16A81A0108,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,S,3
16A81A0108,R1632012,GEOTECHNICAL ENGINEERING - I,C,3
16A81A0108,R1632013,ENVIRONMENTAL ENGINEERING -I,A,3
16A81A0108,R1632014,WATER RESOURCE ENGINEERING -I,D,3
16A81A0108,R1632016,GEOTECHNICAL ENGINEERING LAB,O,2
16A81A0108,R1632017,ENVIRONMENTAL ENGINEERING LAB,S,2
16A81A0108,R1632018,COMPUTER AIDED ENGINEERING LAB,O,2
16A81A0108,R163201B,DBMS,D,3
16A81A0109,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0109,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0109,R1632013,ENVIRONMENTAL ENGINEERING -I,F,0
16A81A0109,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0109,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0109,R1632017,ENVIRONMENTAL ENGINEERING LAB,F,0
16A81A0109,R1632018,COMPUTER AIDED ENGINEERING LAB,D,2
16A81A0109,R163201B,DBMS,F,0
16A81A0111,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,C,3
16A81A0111,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0111,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0111,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0111,R1632016,GEOTECHNICAL ENGINEERING LAB,O,2
16A81A0111,R1632017,ENVIRONMENTAL ENGINEERING LAB,A,2
16A81A0111,R1632018,COMPUTER AIDED ENGINEERING LAB,O,2
16A81A0111,R163201B,DBMS,F,0
16A81A0112,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,C,3
16A81A0112,R1632012,GEOTECHNICAL ENGINEERING - I,D,3
16A81A0112,R1632013,ENVIRONMENTAL ENGINEERING -I,B,3
16A81A0112,R1632014,WATER RESOURCE ENGINEERING -I,D,3
16A81A0112,R1632016,GEOTECHNICAL ENGINEERING LAB,O,2
16A81A0112,R1632017,ENVIRONMENTAL ENGINEERING LAB,O,2
16A81A0112,R1632018,COMPUTER AIDED ENGINEERING LAB,O,2
16A81A0112,R163201B,DBMS,D,3
16A81A0114,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0114,R1632012,GEOTECHNICAL ENGINEERING - I,D,3
16A81A0114,R1632013,ENVIRONMENTAL ENGINEERING -I,D,3
16A81A0114,R1632014,WATER RESOURCE ENGINEERING -I,D,3
16A81A0114,R1632016,GEOTECHNICAL ENGINEERING LAB,A,2
16A81A0114,R1632017,ENVIRONMENTAL ENGINEERING LAB,B,2
16A81A0114,R1632018,COMPUTER AIDED ENGINEERING LAB,A,2
16A81A0114,R163201B,DBMS,F,0
16A81A0115,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0115,R1632012,GEOTECHNICAL ENGINEERING - I,A,3
16A81A0115,R1632013,ENVIRONMENTAL ENGINEERING -I,B,3
16A81A0115,R1632014,WATER RESOURCE ENGINEERING -I,B,3
16A81A0115,R1632016,GEOTECHNICAL ENGINEERING LAB,O,2
16A81A0115,R1632017,ENVIRONMENTAL ENGINEERING LAB,O,2
16A81A0115,R1632018,COMPUTER AIDED ENGINEERING LAB,S,2
16A81A0115,R163201B,DBMS,D,3
16A81A0116,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0116,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0116,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0116,R1632014,WATER RESOURCE ENGINEERING -I,D,3
16A81A0116,R1632016,GEOTECHNICAL ENGINEERING LAB,O,2
16A81A0116,R1632017,ENVIRONMENTAL ENGINEERING LAB,O,2
16A81A0116,R1632018,COMPUTER AIDED ENGINEERING LAB,O,2
16A81A0116,R163201B,DBMS,D,3
16A81A0117,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,D,3
16A81A0117,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0117,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0117,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0117,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0117,R1632017,ENVIRONMENTAL ENGINEERING LAB,C,2
16A81A0117,R1632018,COMPUTER AIDED ENGINEERING LAB,C,2
16A81A0117,R163201B,DBMS,F,0
16A81A0118,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0118,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0118,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0118,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0118,R1632016,GEOTECHNICAL ENGINEERING LAB,O,2
16A81A0118,R1632017,ENVIRONMENTAL ENGINEERING LAB,S,2
16A81A0118,R1632018,COMPUTER AIDED ENGINEERING LAB,A,2
16A81A0118,R163201B,DBMS,D,3
16A81A0119,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0119,R1632012,GEOTECHNICAL ENGINEERING - I,C,3
Htno,Subcode,Subname,Grade,Credits
16A81A0119,R1632013,ENVIRONMENTAL ENGINEERING -I,C,3
16A81A0119,R1632014,WATER RESOURCE ENGINEERING -I,C,3
16A81A0119,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0119,R1632017,ENVIRONMENTAL ENGINEERING LAB,S,2
16A81A0119,R1632018,COMPUTER AIDED ENGINEERING LAB,C,2
16A81A0119,R163201B,DBMS,D,3
16A81A0120,R1632011,DESIGN & DRAWING OF STEEL STRUCTURES,F,0
16A81A0120,R1632012,GEOTECHNICAL ENGINEERING - I,F,0
16A81A0120,R1632013,ENVIRONMENTAL ENGINEERING -I,F,0
16A81A0120,R1632014,WATER RESOURCE ENGINEERING -I,F,0
16A81A0120,R1632016,GEOTECHNICAL ENGINEERING LAB,S,2
16A81A0120,R1632017,ENVIRONMENTAL ENGINEERING LAB,B,2
